;M44;M43;M42;M41;M40;M39;M38;M37;M36;M35;M34;M33;M32;M31;M30;M29;M28;M27;M26;M25;M24;M23;M22;M21;M20;M19;M18;M17;M16;M15;M14;M13;M12;M11;M10;M9;M8;M7;M6;M5;M4;M3;M2;M1
708;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,671e-006;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;8,128e-026;1,530e-003;8,128e-026;8,128e-026;8,128e-026;4,737e-004;6,394e-004;7,875e-004;7,927e-004;7,670e-004;7,573e-004;8,109e-004;1,053e-003;1,304e-003;1,505e-003;1,500e-003;1,528e-003;1,608e-004
710;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;1,586e-008;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;8,344e-026;1,393e-003;8,344e-026;8,344e-026;8,344e-026;4,212e-004;6,253e-004;7,006e-004;7,366e-004;6,882e-004;6,769e-004;7,539e-004;9,787e-004;1,210e-003;1,363e-003;1,390e-003;1,435e-003;1,287e-004
712;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;8,559e-026;1,335e-003;8,559e-026;8,559e-026;8,559e-026;4,333e-004;5,869e-004;6,918e-004;6,860e-004;6,547e-004;6,319e-004;6,862e-004;9,041e-004;1,117e-003;1,310e-003;1,293e-003;1,311e-003;1,212e-004
714;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;8,785e-026;1,262e-003;8,785e-026;6,319e-006;8,785e-026;3,861e-004;5,445e-004;6,261e-004;6,578e-004;5,884e-004;5,965e-004;6,837e-004;8,596e-004;1,033e-003;1,228e-003;1,195e-003;1,229e-003;1,248e-004
716;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;9,016e-026;1,164e-003;9,016e-026;2,568e-006;9,016e-026;3,430e-004;5,049e-004;6,189e-004;6,275e-004;5,834e-004;5,475e-004;6,206e-004;7,897e-004;9,429e-004;1,153e-003;1,091e-003;1,137e-003;9,639e-005
718;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;9,295e-026;1,093e-003;9,295e-026;1,853e-006;9,295e-026;3,003e-004;4,709e-004;5,441e-004;6,119e-004;5,410e-004;5,589e-004;5,782e-004;7,058e-004;9,144e-004;1,087e-003;1,045e-003;1,084e-003;9,988e-005
720;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;9,557e-026;1,084e-003;9,557e-026;9,557e-026;9,557e-026;2,767e-004;4,670e-004;5,106e-004;5,519e-004;4,743e-004;4,683e-004;5,928e-004;6,634e-004;8,398e-004;1,018e-003;9,772e-004;1,002e-003;1,099e-004
722;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;9,840e-026;1,025e-003;9,840e-026;1,363e-006;9,840e-026;2,668e-004;4,478e-004;4,896e-004;5,085e-004;4,169e-004;4,429e-004;5,444e-004;6,163e-004;7,484e-004;9,620e-004;9,017e-004;9,369e-004;9,277e-005
724;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;1,013e-025;9,708e-004;1,013e-025;2,513e-006;1,013e-025;2,396e-004;3,883e-004;4,646e-004;4,981e-004;3,839e-004;4,215e-004;4,967e-004;5,599e-004;6,940e-004;8,769e-004;8,333e-004;8,875e-004;9,933e-005
726;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;1,047e-025;8,837e-004;1,047e-025;1,180e-007;1,047e-025;2,091e-004;3,729e-004;4,204e-004;4,591e-004;3,576e-004;3,800e-004;4,433e-004;5,187e-004;6,265e-004;8,542e-004;7,684e-004;8,124e-004;7,610e-005
728;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;1,080e-025;8,437e-004;1,080e-025;9,443e-007;1,080e-025;2,042e-004;3,466e-004;3,728e-004;4,450e-004;3,276e-004;3,596e-004;4,081e-004;4,517e-004;6,160e-004;7,666e-004;6,849e-004;7,559e-004;9,859e-005
730;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;1,113e-025;8,057e-004;1,113e-025;1,235e-006;1,113e-025;1,806e-004;3,395e-004;3,707e-004;4,195e-004;2,799e-004;3,489e-004;3,845e-004;3,966e-004;5,712e-004;7,397e-004;6,493e-004;6,988e-004;9,649e-005
732;5,428e-005;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;1,147e-025;7,812e-004;1,147e-025;1,147e-025;1,147e-025;1,741e-004;2,447e-004;3,340e-004;3,689e-004;2,714e-004;3,425e-004;3,706e-004;3,418e-004;5,394e-004;6,923e-004;6,372e-004;6,380e-004;5,470e-005
734;3,476e-006;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;1,189e-025;6,686e-004;1,189e-025;1,189e-025;1,189e-025;1,478e-004;2,675e-004;3,258e-004;4,113e-004;2,716e-004;3,566e-004;3,016e-004;3,199e-004;4,615e-004;6,681e-004;6,027e-004;6,400e-004;3,541e-005
736;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;1,228e-025;6,605e-004;1,228e-025;1,228e-025;1,228e-025;1,750e-004;2,027e-004;2,880e-004;3,420e-004;2,512e-004;3,527e-004;2,771e-004;2,415e-004;4,253e-004;5,974e-004;5,817e-004;5,788e-004;5,954e-005
738;1,622e-005;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;9,288e-006;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;1,271e-025;6,164e-004;1,271e-025;1,271e-025;1,271e-025;1,271e-004;1,732e-004;2,583e-004;3,152e-004;2,436e-004;3,235e-004;2,512e-004;2,155e-004;3,768e-004;5,593e-004;5,479e-004;5,919e-004;7,196e-005
740;6,008e-005;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;4,106e-006;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;1,315e-025;5,729e-004;1,315e-025;1,315e-025;1,315e-025;1,542e-004;1,560e-004;2,414e-004;2,645e-004;2,119e-004;2,840e-004;2,009e-004;1,781e-004;3,482e-004;5,238e-004;5,295e-004;5,365e-004;7,285e-005
742;1,092e-005;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;1,369e-025;5,025e-004;1,369e-025;1,369e-025;1,369e-025;1,316e-004;1,749e-004;2,177e-004;2,956e-004;1,857e-004;2,619e-004;1,883e-004;1,574e-004;3,107e-004;4,961e-004;4,939e-004;5,062e-004;4,178e-005
744;3,772e-005;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;1,420e-025;5,158e-004;1,420e-025;1,420e-025;1,420e-025;1,126e-004;1,064e-004;1,650e-004;2,207e-004;2,153e-004;3,069e-004;1,856e-004;9,317e-005;2,826e-004;4,204e-004;5,011e-004;4,102e-004;5,893e-005
746;3,139e-005;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;2,618e-006;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;1,474e-025;5,469e-004;1,474e-025;1,474e-025;1,474e-025;9,838e-005;9,262e-005;1,642e-004;1,858e-004;1,979e-004;2,745e-004;1,301e-004;3,309e-005;2,555e-004;4,178e-004;4,321e-004;3,702e-004;4,491e-005
748;5,557e-005;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;2,866e-005;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;1,531e-025;4,529e-004;1,531e-025;1,531e-025;1,531e-025;7,826e-005;2,989e-005;1,273e-004;1,551e-004;1,742e-004;2,538e-004;1,037e-004;1,531e-025;2,120e-004;4,221e-004;4,339e-004;4,086e-004;5,936e-006
750;3,699e-005;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,806e-005;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;1,602e-025;4,590e-004;1,602e-025;1,602e-025;1,602e-025;2,713e-005;2,931e-005;5,328e-005;1,908e-004;1,502e-004;2,115e-004;1,051e-004;1,602e-025;2,333e-004;3,879e-004;4,549e-004;4,221e-004;2,412e-006
752;2,291e-005;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;3,089e-006;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;1,672e-025;3,985e-004;1,672e-025;1,672e-025;1,672e-025;6,813e-005;7,793e-005;4,890e-005;1,122e-004;1,632e-004;2,066e-004;1,096e-004;1,672e-025;1,565e-004;3,034e-004;4,075e-004;3,598e-004;3,307e-005
754;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;1,746e-025;3,633e-004;1,746e-025;1,746e-025;1,746e-025;6,108e-005;8,179e-005;3,049e-005;8,581e-005;1,706e-004;1,840e-004;1,039e-004;1,746e-025;1,424e-004;2,431e-004;3,735e-004;2,916e-004;5,537e-005
756;2,990e-006;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;5,370e-007;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;1,829e-025;3,016e-004;1,829e-025;1,829e-025;1,829e-025;2,565e-005;1,988e-005;2,245e-005;8,949e-005;1,267e-004;2,441e-004;7,041e-005;1,829e-025;1,113e-004;1,978e-004;3,529e-004;2,755e-004;3,519e-005
758;1,080e-004;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,940e-005;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;1,928e-025;3,470e-004;1,928e-025;1,928e-025;1,928e-025;3,012e-006;8,296e-006;1,928e-025;6,657e-005;1,292e-004;1,997e-004;1,585e-005;1,928e-025;6,360e-005;2,366e-004;3,325e-004;2,338e-004;3,466e-006
760;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,022e-025;2,571e-004;2,022e-025;2,022e-025;2,022e-025;7,651e-006;4,654e-005;2,022e-025;2,980e-005;1,399e-004;2,005e-004;6,303e-005;2,022e-025;1,992e-005;1,082e-004;3,263e-004;2,184e-004;2,462e-005
762;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;2,123e-025;5,966e-005;2,123e-025;2,123e-025;2,111e-004;2,123e-025;2,123e-025;2,123e-025;2,123e-025;4,697e-005;2,123e-025;6,798e-006;1,531e-004;1,987e-004;1,903e-005;2,123e-025;2,123e-025;1,136e-004;2,575e-004;1,937e-004;1,322e-005
764;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;2,237e-025;1,359e-005;2,237e-025;2,237e-025;1,738e-004;2,237e-025;2,237e-025;2,237e-025;2,237e-025;4,321e-005;2,237e-025;5,148e-005;1,186e-004;1,340e-004;2,237e-025;2,237e-025;2,237e-025;1,789e-004;2,058e-004;1,111e-004;2,237e-025
766;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;2,366e-025;1,352e-004;2,366e-025;2,366e-025;2,366e-025;2,366e-025;6,770e-005;2,366e-025;2,366e-025;1,221e-004;1,438e-004;2,366e-025;2,366e-025;2,366e-025;1,680e-004;2,077e-004;1,316e-004;1,846e-005
768;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;2,494e-025;8,310e-005;2,494e-025;2,494e-025;2,494e-025;2,494e-025;3,623e-005;2,494e-025;2,494e-025;1,164e-004;1,091e-004;2,494e-025;2,494e-025;2,494e-025;3,366e-005;2,189e-004;1,028e-004;3,517e-005
770;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;4,544e-005;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;2,631e-025;1,280e-004;5,129e-005;2,631e-025;2,631e-025;2,631e-025;1,699e-005;1,569e-004;3,209e-005;5,147e-005
772;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;2,792e-025;1,956e-006;2,792e-025;2,792e-025;2,792e-025;2,792e-025;9,521e-005;2,792e-025;2,792e-025;1,073e-004;1,330e-004;2,792e-025;2,792e-025;2,792e-025;8,148e-007;7,222e-005;5,435e-005;6,752e-005
774;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;2,963e-025;6,449e-005;2,963e-025;2,963e-025;2,020e-004;8,935e-005;2,963e-025;2,963e-025;2,963e-025;2,963e-025;7,924e-006;4,136e-005;7,904e-006
776;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;3,138e-025;1,199e-005;3,138e-025;3,138e-025;1,060e-004;7,400e-005;3,138e-025;3,138e-025;3,138e-025;3,138e-025;1,085e-005;3,138e-025;1,082e-005
778;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;9,906e-005;3,326e-025;3,326e-025;3,859e-005;1,041e-004;6,561e-005;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025;3,326e-025
780;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;1,377e-004;3,565e-025;3,565e-025;6,933e-005;9,563e-005;2,680e-005;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025;3,565e-025
